,pr,ft,ft-area,pr-area
0,0,0,0.0,0.0
1,0,0,0.0,0.0
2,0,0,0.0,0.0
3,0,0,0.0,0.0
4,0,0,0.0,0.0
5,0,0,0.0,0.0
6,0,0,0.0,0.0
7,0,0,0.0,0.0
8,0,0,0.0,0.0
9,0,0,0.0,0.0
10,0,0,0.0,0.0
11,0,0,0.0,0.0
12,0,0,0.0,0.0
13,0,0,0.0,0.0
14,0,0,0.0,0.0
15,0,0,0.0,0.0
16,0,0,0.0,0.0
17,0,0,0.0,0.0
18,0,11,1212.75,0.0
19,0,47,5181.75,0.0
20,11,90,9922.5,1212.75
21,14,323,35610.75,1543.5
22,58,1184,130536.0,6394.5
23,177,3733,411563.25,19514.25
24,672,11749,1295327.25,74088.0
25,1888,30130,3321832.5,208152.0
26,1062,19604,2161341.0,117085.5
27,202,3260,359415.0,22270.5
28,30,833,91838.25,3307.5
29,6,207,22821.75,661.5
30,2,73,8048.25,220.5
31,0,7,771.75,0.0
32,0,5,551.25,0.0
33,0,0,0.0,0.0
34,0,0,0.0,0.0
35,0,0,0.0,0.0
36,0,0,0.0,0.0
37,0,0,0.0,0.0
38,0,0,0.0,0.0
39,0,0,0.0,0.0
40,0,0,0.0,0.0
41,0,0,0.0,0.0
42,0,0,0.0,0.0
43,0,0,0.0,0.0
44,0,0,0.0,0.0
45,0,0,0.0,0.0
46,0,0,0.0,0.0
47,0,0,0.0,0.0
48,0,0,0.0,0.0
49,0,0,0.0,0.0
50,0,0,0.0,0.0
