,pr,ft,ft-area,pr-area
0,0,0,0.0,0.0
1,0,0,0.0,0.0
2,0,0,0.0,0.0
3,0,0,0.0,0.0
4,0,0,0.0,0.0
5,0,0,0.0,0.0
6,0,0,0.0,0.0
7,0,0,0.0,0.0
8,0,0,0.0,0.0
9,0,0,0.0,0.0
10,0,0,0.0,0.0
11,0,0,0.0,0.0
12,0,0,0.0,0.0
13,0,0,0.0,0.0
14,0,0,0.0,0.0
15,0,4,441.0,0.0
16,0,38,4189.5,0.0
17,0,47,5181.75,0.0
18,2,248,27342.0,220.5
19,15,687,75741.75,1653.75
20,37,1888,208152.0,4079.25
21,167,5519,608469.75,18411.75
22,386,13128,1447362.0,42556.5
23,992,30601,3373760.25,109368.0
24,2280,69431,7654767.75,251370.0
25,5464,167033,18415388.25,602406.0
26,8162,285594,31486738.5,899860.5
27,6360,212402,23417320.5,701190.0
28,3849,124663,13744095.75,424352.25
29,1981,59268,6534297.0,218405.25
30,853,26139,2881824.75,94043.25
31,285,9820,1082655.0,31421.25
32,129,3268,360297.0,14222.25
33,14,1040,114660.0,1543.5
34,23,358,39469.5,2535.75
35,0,112,12348.0,0.0
36,0,52,5733.0,0.0
37,0,9,992.25,0.0
38,0,0,0.0,0.0
39,0,0,0.0,0.0
40,0,0,0.0,0.0
41,0,0,0.0,0.0
42,0,0,0.0,0.0
43,0,0,0.0,0.0
44,0,0,0.0,0.0
45,0,0,0.0,0.0
46,0,0,0.0,0.0
47,0,0,0.0,0.0
48,0,0,0.0,0.0
49,0,0,0.0,0.0
50,0,0,0.0,0.0
