,pr,ft,ft-area,pr-area
0,267,7292,803943.0,29436.75
1,930,25353,2795168.25,102532.5
2,1806,48731,5372592.75,199111.5
3,2975,79338,8747014.5,327993.75
4,3957,107729,11877122.25,436259.25
5,4927,128071,14119827.75,543201.75
6,4706,131196,14464359.0,518836.5
7,4423,132646,14624221.5,487635.75
8,4094,122456,13500774.0,451363.5
9,3373,106390,11729497.5,371873.25
10,2631,88633,9771788.25,290067.75
11,2009,69249,7634702.25,221492.25
12,1696,54722,6033100.5,186984.0
13,1223,41065,4527416.25,134835.75
14,746,28918,3188209.5,82246.5
15,584,20706,2282836.5,64386.0
16,333,13977,1540964.25,36713.25
17,217,9501,1047485.25,23924.25
18,95,5794,638788.5,10473.75
19,47,3573,393923.25,5181.75
20,13,1816,200214.0,1433.25
21,11,961,105950.25,1212.75
22,0,378,41674.5,0.0
23,0,171,18852.75,0.0
24,0,40,4410.0,0.0
25,0,16,1764.0,0.0
26,0,0,0.0,0.0
27,0,2,220.5,0.0
28,0,0,0.0,0.0
29,0,0,0.0,0.0
30,0,0,0.0,0.0
31,0,0,0.0,0.0
32,0,0,0.0,0.0
33,0,0,0.0,0.0
