,pr,ft,ft-area,pr-area
0,9243,69788748,11808917.678924369,1564.003213043712
1,4690,4138,700.1888234961464,793.5924558233269
2,9035,8415,1423.8977645529415,1528.807641442166
3,16793,15951,2699.0603971935793,2841.5347783883
4,46841,42375,7170.251666420783,7925.941198980907
5,92983,78514,13285.313022710594,15733.604972243154
6,147147,122726,20766.40250178542,24898.667184868886
7,142972,119809,20272.818451969502,24192.217610655156
8,102955,102129,17281.194865838068,17420.961895371132
9,161110,161110,27261.33913810153,27261.33913810153
10,55301,55301,9357.453390082259,9357.453390082259
11,14559,14559,2463.520802629385,2463.520802629385
12,368,368,62.26908821812032,62.26908821812032
13,0,0,0.0,0.0
14,0,0,0.0,0.0
