,pr,ft,ft-area,pr-area
0,24,144,15876.0,2646.0
1,5,1595,175848.75,551.25
2,0,1281,141230.25,0.0
3,6,2336,257544.0,661.5
4,0,263,28995.75,0.0
5,9,1905,210026.25,992.25
6,0,254,28003.5,0.0
7,5,644,71001.0,551.25
8,21,4840,533610.0,2315.25
9,0,3074,338908.5,0.0
10,0,172,18963.0,0.0
11,0,204,22491.0,0.0
12,33,4605,507701.25,3638.25
13,16,3710,409027.5,1764.0
14,17,2671,294477.75,1874.25
15,32,4183,461175.75,3528.0
16,32,2986,329206.5,3528.0
17,43,5832,642978.0,4740.75
18,25,3421,377165.25,2756.25
19,81,8069,889607.25,8930.25
20,27,1474,162508.5,2976.75
21,13,2873,316748.25,1433.25
22,121,8600,948150.0,13340.25
23,37,4665,514316.25,4079.25
24,30,2666,293926.5,3307.5
25,67,7660,844515.0,7386.75
26,84,7086,781231.5,9261.0
27,415,25661,2829125.25,45753.75
28,138,10592,1167768.0,15214.5
29,286,13650,1504912.5,31531.5
30,151,6926,763591.5,16647.75
31,476,20838,2297389.5,52479.0
32,7932,203043,22385490.75,874503.0
33,4697,133720,14742630.0,517844.25
34,2950,73092,8058393.0,325237.5
35,3164,93943,10357215.75,348831.0
36,3923,102175,11264793.75,432510.75
37,9187,209002,23042470.5,1012866.75
38,1516,69196,7628859.0,167139.0
39,4540,101180,11155095.0,500535.0
40,857,78493,8653853.25,94484.25
41,0,0,0.0,0.0
