,pr,ft,ft-area,pr-area
0,0,0,0.0,0.0
1,0,0,0.0,0.0
2,0,0,0.0,0.0
3,0,0,0.0,0.0
4,0,0,0.0,0.0
5,0,0,0.0,0.0
6,0,4,441.0,0.0
7,0,6,661.5,0.0
8,0,9,992.25,0.0
9,0,16,1764.0,0.0
10,0,30,3307.5,0.0
11,0,77,8489.25,0.0
12,0,117,12899.25,0.0
13,2,263,28995.75,220.5
14,2,345,38036.25,220.5
15,7,835,92058.75,771.75
16,38,2164,238581.0,4189.5
17,110,3523,388410.75,12127.5
18,239,10032,1106028.0,26349.75
19,439,16039,1768299.75,48399.75
20,878,29303,3230655.75,96799.5
21,2115,76586,8443606.5,233178.75
22,2814,97286,10725781.5,310243.5
23,5163,187017,20618624.25,569220.75
24,4487,169316,18667089.0,494691.75
25,4152,158637,17489729.25,457758.0
26,4394,148545,16377086.25,484438.5
27,2244,69291,7639332.75,247401.0
28,1776,54596,6019209.0,195804.0
29,711,23094,2546113.5,78387.75
30,580,17909,1974467.25,63945.0
31,241,6751,744297.75,26570.25
32,120,3936,433944.0,13230.0
33,82,2462,271435.5,9040.5
34,29,1045,115211.25,3197.25
35,10,637,70229.25,1102.5
36,2,334,36823.5,220.5
37,3,138,15214.5,330.75
38,4,112,12348.0,441.0
39,2,67,7386.75,220.5
40,0,48,5292.0,0.0
41,0,0,0.0,0.0
42,0,10,1102.5,0.0
43,0,10,1102.5,0.0
44,0,16,1764.0,0.0
45,0,0,0.0,0.0
46,0,0,0.0,0.0
47,0,0,0.0,0.0
48,0,0,0.0,0.0
49,0,0,0.0,0.0
50,0,4,441.0,0.0
