,pr,ft,ft-area,pr-area
0,8777,47350806,8012205.206557339,1485.1515958979403
1,5042,4961,839.4482245926491,853.1541923797897
2,9152,9054,1532.022621540384,1548.6051504680356
3,19869,19562,3310.075825333885,3362.0231353419363
4,43928,43086,7290.5596058856845,7433.0339870804055
5,90644,90258,15272.50914236713,15337.824001204614
6,158326,156899,26548.798022649073,26790.259948973144
7,192146,186269,31518.480416578946,32512.924523801485
8,200259,198390,33569.46850976328,33885.72102574064
9,187584,187319,31696.150369375217,31740.990881271417
10,110443,110443,18688.002473026798,18688.002473026798
11,18008,18008,3047.124295195409,3047.124295195409
12,0,0,0.0,0.0
13,0,0,0.0,0.0
14,0,0,0.0,0.0
