,pr,ft,ft-area,pr-area
0,246367,909719122,153933098.5367635,41687.63167672187
1,126473,125392,21217.514972409084,21400.43041904981
2,256728,254457,43056.53636064739,43440.81108712389
3,547087,544264,92094.62779876911,92572.30615757279
4,1108358,1098762,185920.94540412584,187544.67956320487
5,2090877,2082531,352383.9852064411,353796.2075169531
6,3429483,3397059,574814.5830248902,580301.0311672388
7,5202574,5149459,871337.2737679174,880324.8352372258
8,7448678,7434991,1258070.9523911157,1260386.9225281847
9,7589082,7578892,1282420.3656076258,1284144.6101971439
10,5728659,5725209,968759.6312178706,969343.4039199154
11,2235742,2235742,378308.7386710781,378308.7386710781
12,99625,99625,16857.494330788686,16857.494330788686
13,677266,677266,114599.826905254,114599.826905254
14,0,0,0.0,0.0
