,pr,ft,ft-area,pr-area
0,0,56,6174.0,0.0
1,11,1360,149940.0,1212.75
2,68,3871,426777.75,7497.0
3,101,6780,747495.0,11135.25
4,257,10813,1192133.25,28334.25
5,344,14968,1650222.0,37926.0
6,633,19524,2152521.0,69788.25
7,1089,24050,2651512.5,120062.25
8,1680,28179,3106734.75,185220.0
9,1896,33250,3665812.5,209034.0
10,1946,36601,4035260.25,214546.5
11,2272,41351,4558947.75,250488.0
12,2676,44343,4888815.75,295029.0
13,3239,47912,5282298.0,357099.75
14,3320,51957,5728259.25,366030.0
15,3989,55003,6064080.75,439787.25
16,4594,57104,6295716.0,506488.5
17,5191,59363,6544770.75,572307.75
18,5973,61731,6805842.75,658523.25
19,6333,63123,6959310.75,698213.25
20,5850,64323,7091610.75,644962.5
21,5780,63211,6969012.75,637245.0
22,5881,60836,6707169.0,648380.25
23,5341,58073,6402548.25,588845.25
24,5008,54562,6015460.5,552132.0
25,4794,51028,5625837.0,528538.5
26,4657,48150,5308537.5,513434.25
27,4718,46000,5071500.0,520159.5
28,4604,42955,4735788.75,507591.0
29,5049,39809,4388942.25,556652.25
30,5010,37837,4171529.25,552352.5
31,3972,34461,3799325.25,437913.0
32,3544,30541,3367145.25,390726.0
33,3663,29024,3199896.0,403845.75
34,2863,24609,2713142.25,315645.75
35,2948,22845,2518661.25,325017.0
36,2675,20038,2209189.5,294918.75
37,2266,18590,2049547.5,249826.5
38,1545,17492,1928493.0,170336.25
39,864,14448,1592892.0,95256.0
40,574,12883,1420350.75,63283.5
41,228,9793,1079678.25,25137.0
42,80,7759,855429.75,8820.0
43,22,6314,696118.5,2425.5
44,0,5113,563708.25,0.0
45,0,3554,391828.5,0.0
46,0,3249,358202.25,0.0
47,0,2593,285878.25,0.0
48,0,1875,206718.75,0.0
49,0,1499,165264.75,0.0
50,0,1047,115431.75,0.0
51,0,695,76623.75,0.0
52,0,667,73536.75,0.0
53,0,610,67252.5,0.0
54,0,466,51376.5,0.0
55,0,137,15104.25,0.0
56,0,30,3307.5,0.0
57,0,9,992.25,0.0
58,0,0,0.0,0.0
59,0,0,0.0,0.0
60,0,0,0.0,0.0
61,0,0,0.0,0.0
62,0,0,0.0,0.0
63,0,0,0.0,0.0
