,pr,ft,ft-area,pr-area
0,496,20061,2211725.25,54684.0
1,1280,49087,5411841.75,141120.0
2,1850,69099,7618164.75,203962.5
3,2520,90974,10029883.5,277830.0
4,3091,103656,11428074.0,340782.75
5,3374,114241,12595070.25,371983.5
6,3131,106383,11728725.75,345192.75
7,3103,102291,11277582.75,342105.75
8,2683,93392,10296468.0,295800.75
9,2214,80595,8885598.75,244093.5
10,1874,67384,7429086.0,206608.5
11,1485,53028,5846337.0,163721.25
12,1158,39829,4391147.25,127669.5
13,826,30449,3357002.25,91066.5
14,609,20864,2300256.0,67142.25
15,411,14870,1639417.5,45312.75
16,246,10101,1113635.25,27121.5
17,151,6358,700969.5,16647.75
18,71,3816,420714.0,7827.75
19,33,2121,233840.25,3638.25
20,13,1081,119180.25,1433.25
21,12,501,55235.25,1323.0
22,0,264,29106.0,0.0
23,13,89,9812.25,1433.25
24,0,69,7607.25,0.0
25,0,7,771.75,0.0
26,0,0,0.0,0.0
27,0,0,0.0,0.0
28,0,0,0.0,0.0
29,0,0,0.0,0.0
30,0,0,0.0,0.0
31,0,0,0.0,0.0
32,0,0,0.0,0.0
33,0,0,0.0,0.0
