,pr,ft,ft-area,pr-area
0,0,0,0.0,0.0
1,0,0,0.0,0.0
2,0,0,0.0,0.0
3,0,0,0.0,0.0
4,0,0,0.0,0.0
5,0,0,0.0,0.0
6,0,0,0.0,0.0
7,0,0,0.0,0.0
8,0,0,0.0,0.0
9,0,0,0.0,0.0
10,0,0,0.0,0.0
11,0,0,0.0,0.0
12,0,0,0.0,0.0
13,0,0,0.0,0.0
14,0,0,0.0,0.0
15,0,2,220.5,0.0
16,0,7,771.75,0.0
17,0,9,992.25,0.0
18,0,45,4961.25,0.0
19,0,91,10032.75,0.0
20,0,181,19955.25,0.0
21,11,366,40351.5,1212.75
22,4,486,53581.5,441.0
23,27,1106,121936.5,2976.75
24,56,2058,226894.5,6174.0
25,114,4186,461506.5,12568.5
26,259,8284,913311.0,28554.75
27,217,8018,883984.5,23924.25
28,188,6434,709348.5,20727.0
29,131,4285,472421.25,14442.75
30,94,2278,251149.5,10363.5
31,27,980,108045.0,2976.75
32,17,555,61188.75,1874.25
33,3,177,19514.25,330.75
34,1,69,7607.25,110.25
35,0,24,2646.0,0.0
36,0,11,1212.75,0.0
37,0,0,0.0,0.0
38,0,0,0.0,0.0
39,0,0,0.0,0.0
40,0,0,0.0,0.0
41,0,0,0.0,0.0
42,0,0,0.0,0.0
43,0,0,0.0,0.0
44,0,0,0.0,0.0
45,0,0,0.0,0.0
46,0,0,0.0,0.0
47,0,0,0.0,0.0
48,0,0,0.0,0.0
49,0,0,0.0,0.0
50,0,0,0.0,0.0
