,pr,ft,ft-area,pr-area
0,133,1200,132300.0,14663.25
1,282,3484,384111.0,31090.5
2,310,4768,525672.0,34177.5
3,361,5441,599870.25,39800.25
4,362,5226,576166.5,39910.5
5,381,5356,590499.0,42005.25
6,275,4195,462498.75,30318.75
7,282,4057,447284.25,31090.5
8,251,3370,371542.5,27672.75
9,158,2700,297675.0,17419.5
10,132,2045,225461.25,14553.0
11,111,1595,175848.75,12237.75
12,80,1233,135938.25,8820.0
13,45,768,84672.0,4961.25
14,37,469,51707.25,4079.25
15,13,291,32082.75,1433.25
16,6,197,21719.25,661.5
17,3,75,8268.75,330.75
18,7,43,4740.75,771.75
19,0,6,661.5,0.0
20,0,5,551.25,0.0
21,0,0,0.0,0.0
22,0,0,0.0,0.0
23,0,0,0.0,0.0
24,0,0,0.0,0.0
25,0,0,0.0,0.0
26,0,0,0.0,0.0
27,0,0,0.0,0.0
28,0,0,0.0,0.0
29,0,0,0.0,0.0
30,0,0,0.0,0.0
31,0,0,0.0,0.0
32,0,0,0.0,0.0
33,0,0,0.0,0.0
