,dist,area,dist-area-no-cos
0,0.0,0.0,0.0
1,22069.0,3702.046564222137,3734.2839888198296
2,55882.0,9358.427584654986,9455.764097296194
3,222382.0,37226.42591074953,37629.142326418565
4,611099.0,102253.15819553882,103403.74331794865
5,1302958.0,217963.5240600501,220472.84414811307
6,1753890.0,293380.4859276713,296774.81286651915
7,1537287.0,257157.0742259019,260123.53211839544
8,1214464.0,203146.6468461819,205498.82052644365
9,1075964.0,179996.72230277504,182063.30770522176
10,541779.0,90628.00338132202,91674.14224381794
11,354838.0,59381.110086205765,60041.95305744939
12,287091.0,48036.574971690265,48578.51849355538
13,224425.0,37560.333332307906,37974.837291716445
14,223705.0,37432.48328416134,37853.006466941864
15,162640.0,27251.83115516055,27520.229640747522
16,126644.0,21223.284423435012,21429.365239933773
17,36220.0,6077.555274330101,6128.767324076951
18,41418.0,6943.908208595907,7008.3181951579
19,28444.0,4763.926922169556,4812.994416511452
20,23444.0,3930.5550830471902,3966.9470222435125
21,3595.0,600.7831463940809,608.3080764786482
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
