,pr,ft,ft-area,pr-area
0,0,0,0.0,0.0
1,0,240,26460.0,0.0
2,0,794,87538.5,0.0
3,33,1041,114770.25,3638.25
4,110,1739,191724.75,12127.5
5,67,2560,282240.0,7386.75
6,175,3503,386205.75,19293.75
7,335,4647,512331.75,36933.75
8,528,6832,753228.0,58212.0
9,804,8823,972735.75,88641.0
10,819,11297,1245494.25,90294.75
11,1221,13999,1543389.75,134615.25
12,1298,17257,1902584.25,143104.5
13,1553,19730,2175232.5,171218.25
14,1789,22693,2501903.25,197237.25
15,1686,25086,2765731.5,185881.5
16,1809,29443,3246090.75,199442.25
17,2265,32011,3529212.75,249716.25
18,2819,34673,3822698.25,310794.75
19,3234,35934,3961723.5,356548.5
20,4010,39281,4330730.25,442102.5
21,4120,42929,4732922.25,454230.0
22,3918,41315,4554978.75,431959.5
23,4313,39693,4376153.25,475508.25
24,4118,39349,4338227.25,454009.5
25,3476,34839,3840999.75,383229.0
26,3566,33344,3676176.0,393151.5
27,3400,33825,3729206.25,374850.0
28,3715,31936,3520944.0,409578.75
29,3081,28428,3134187.0,339680.25
30,3937,26833,2958338.25,434054.25
31,3339,23556,2597049.0,368124.75
32,2790,23069,2543357.25,307597.5
33,2137,22330,2461882.5,235604.25
34,2788,21924,2417121.0,307377.0
35,1976,18024,1987146.0,217854.0
36,1766,15858,1748344.5,194701.5
37,1770,13365,1473491.25,195142.5
38,1583,14602,1609870.5,174525.75
39,1118,14290,1575472.5,123259.5
40,638,12288,1354752.0,70339.5
41,299,10860,1197315.0,32964.75
42,97,8156,899199.0,10694.25
43,32,5674,625558.5,3528.0
44,15,5014,552793.5,1653.75
45,0,3539,390174.75,0.0
46,0,2899,319614.75,0.0
47,0,2983,328875.75,0.0
48,0,2675,294918.75,0.0
49,0,1775,195693.75,0.0
50,0,1177,129764.25,0.0
51,0,935,103083.75,0.0
52,0,898,99004.5,0.0
53,0,665,73316.25,0.0
54,0,721,79490.25,0.0
55,0,488,53802.0,0.0
56,0,168,18522.0,0.0
57,0,43,4740.75,0.0
58,0,0,0.0,0.0
59,0,0,0.0,0.0
60,0,0,0.0,0.0
61,0,0,0.0,0.0
62,0,0,0.0,0.0
63,0,0,0.0,0.0
