,dist,area,dist-area-no-cos
0,0.0,0.0,0.0
1,1523.0,167910.75,167910.75
2,1003.0,110580.75,110580.75
3,544.0,59976.0,59976.0
4,530.0,58432.5,58432.5
5,406.0,44761.5,44761.5
6,404.0,44541.0,44541.0
7,354.0,39028.5,39028.5
8,301.0,33185.25,33185.25
9,252.0,27783.0,27783.0
10,439.0,48399.75,48399.75
11,400.0,44100.0,44100.0
12,486.0,53581.5,53581.5
13,696.0,76734.0,76734.0
14,886.0,97681.5,97681.5
15,1329.0,146522.25,146522.25
16,1673.0,184448.25,184448.25
17,2776.0,306054.0,306054.0
18,4214.0,464593.5,464593.5
19,5820.0,641655.0,641655.0
20,5737.0,632504.25,632504.25
21,5011.0,552462.75,552462.75
22,4665.0,514316.25,514316.25
23,4381.0,483005.25,483005.25
24,3763.0,414870.75,414870.75
25,3708.0,408807.0,408807.0
26,3339.0,368124.75,368124.75
27,2812.0,310023.0,310023.0
28,3466.0,382126.5,382126.5
29,3141.0,346295.25,346295.25
30,3193.0,352028.25,352028.25
31,2952.0,325458.0,325458.0
32,2520.0,277830.0,277830.0
33,2403.0,264930.75,264930.75
34,2604.0,287091.0,287091.0
35,1875.0,206718.75,206718.75
36,1695.0,186873.75,186873.75
