,dist,area,dist-area-no-cos
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,14.0,1543.5,1543.5
18,12.0,1323.0,1323.0
19,50.0,5512.5,5512.5
20,75.0,8268.75,8268.75
21,126.0,13891.5,13891.5
22,306.0,33736.5,33736.5
23,312.0,34398.0,34398.0
24,799.0,88089.75,88089.75
25,1022.0,112675.5,112675.5
26,1407.0,155121.75,155121.75
27,2217.0,244424.25,244424.25
28,1176.0,129654.0,129654.0
29,1055.0,116313.75,116313.75
30,464.0,51156.0,51156.0
31,401.0,44210.25,44210.25
32,204.0,22491.0,22491.0
33,65.0,7166.25,7166.25
34,29.0,3197.25,3197.25
35,15.0,1653.75,1653.75
36,34.0,3748.5,3748.5
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,2.0,220.5,220.5
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
