,pr,ft,ft-area,pr-area
0,1279,14807,1632471.75,141009.75
1,3574,42672,4704588.0,394033.5
2,5851,66266,7305826.5,645072.75
3,7860,84973,9368273.25,866565.0
4,8970,97292,10726443.0,988942.5
5,9660,103172,11374713.0,1065015.0
6,9032,92191,10164057.75,995778.0
7,8301,85192,9392418.0,915185.25
8,7137,73820,8138655.0,786854.25
9,5678,62201,6857660.25,625999.5
10,4645,49994,5511838.5,512111.25
11,3501,38188,4210227.0,385985.25
12,2465,28558,3148519.5,271766.25
13,1734,19978,2202574.5,191173.5
14,1258,13706,1511086.5,138694.5
15,726,8695,958623.75,80041.5
16,418,4896,539784.0,46084.5
17,212,2819,310794.75,23373.0
18,132,1429,157547.25,14553.0
19,72,784,86436.0,7938.0
20,22,273,30098.25,2425.5
21,20,114,12568.5,2205.0
22,0,12,1323.0,0.0
23,0,7,771.75,0.0
24,0,11,1212.75,0.0
25,0,0,0.0,0.0
26,0,0,0.0,0.0
27,0,0,0.0,0.0
28,0,0,0.0,0.0
29,0,0,0.0,0.0
30,0,0,0.0,0.0
31,0,0,0.0,0.0
32,0,0,0.0,0.0
33,0,0,0.0,0.0
