,pr,ft,ft-area,pr-area
0,9,68,7497.0,992.25
1,6,816,89964.0,661.5
2,1,559,61629.75,110.25
3,13,1091,120282.75,1433.25
4,1,135,14883.75,110.25
5,2,887,97791.75,220.5
6,0,188,20727.0,0.0
7,2,363,40020.75,220.5
8,4,2068,227997.0,441.0
9,0,1308,144207.0,0.0
10,0,141,15545.25,0.0
11,0,113,12458.25,0.0
12,12,2567,283011.75,1323.0
13,5,2273,250598.25,551.25
14,6,1247,137481.75,661.5
15,22,2615,288303.75,2425.5
16,21,1678,184999.5,2315.25
17,43,3174,349933.5,4740.75
18,23,1973,217523.25,2535.75
19,80,4563,503070.75,8820.0
20,16,1092,120393.0,1764.0
21,6,1700,187425.0,661.5
22,77,5450,600862.5,8489.25
23,20,2990,329647.5,2205.0
24,28,1659,182904.75,3087.0
25,66,4640,511560.0,7276.5
26,58,4540,500535.0,6394.5
27,309,18097,1995194.25,34067.25
28,78,7076,780129.0,8599.5
29,192,10277,1133039.25,21168.0
30,86,5104,562716.0,9481.5
31,404,15884,1751211.0,44541.0
32,5943,161437,17798429.25,655215.75
33,3919,116812,12878523.0,432069.75
34,2163,62443,6884340.75,238470.75
35,2869,82959,9146229.75,316307.25
36,3185,88696,9778734.0,351146.25
37,6865,188628,20796237.0,756866.25
38,1387,56952,6278958.0,152916.75
39,2402,86958,9587119.5,264820.5
40,598,60128,6629112.0,65929.5
41,0,0,0.0,0.0
