,pr,ft,ft-area,pr-area
0,0,0,0.0,0.0
1,0,0,0.0,0.0
2,0,0,0.0,0.0
3,0,0,0.0,0.0
4,0,0,0.0,0.0
5,0,0,0.0,0.0
6,0,0,0.0,0.0
7,0,0,0.0,0.0
8,0,0,0.0,0.0
9,0,0,0.0,0.0
10,0,0,0.0,0.0
11,0,0,0.0,0.0
12,0,0,0.0,0.0
13,0,6,661.5,0.0
14,0,5,551.25,0.0
15,0,4,441.0,0.0
16,0,23,2535.75,0.0
17,1,82,9040.5,110.25
18,4,275,30318.75,441.0
19,6,873,96248.25,661.5
20,71,2675,294918.75,7827.75
21,207,8318,917059.5,22821.75
22,603,21616,2383164.0,66480.75
23,1837,56058,6180394.5,202529.25
24,4403,121668,13413897.0,485430.75
25,10510,288432,31799628.0,1158727.5
26,12740,376742,41535805.5,1404585.0
27,6179,197441,21767870.25,681234.75
28,2872,93946,10357546.5,316638.0
29,1085,38812,4279023.0,119621.25
30,410,14561,1605350.25,45202.5
31,109,4909,541217.25,12017.25
32,19,1529,168572.25,2094.75
33,5,492,54243.0,551.25
34,0,161,17750.25,0.0
35,2,66,7276.5,220.5
36,0,21,2315.25,0.0
37,0,0,0.0,0.0
38,0,9,992.25,0.0
39,0,0,0.0,0.0
40,0,0,0.0,0.0
41,0,0,0.0,0.0
42,0,0,0.0,0.0
43,0,0,0.0,0.0
44,0,0,0.0,0.0
45,0,0,0.0,0.0
46,0,0,0.0,0.0
47,0,0,0.0,0.0
48,0,0,0.0,0.0
49,0,0,0.0,0.0
50,0,0,0.0,0.0
