,pr,ft,ft-area,pr-area
0,0,0,0.0,0.0
1,0,1,110.25,0.0
2,0,0,0.0,0.0
3,0,31,3417.75,0.0
4,0,10,1102.5,0.0
5,0,22,2425.5,0.0
6,0,0,0.0,0.0
7,0,6,661.5,0.0
8,0,15,1653.75,0.0
9,0,36,3969.0,0.0
10,0,0,0.0,0.0
11,0,0,0.0,0.0
12,0,42,4630.5,0.0
13,0,37,4079.25,0.0
14,0,15,1653.75,0.0
15,0,34,3748.5,0.0
16,2,13,1433.25,220.5
17,5,47,5181.75,551.25
18,0,24,2646.0,0.0
19,0,82,9040.5,0.0
20,0,20,2205.0,0.0
21,0,21,2315.25,0.0
22,8,162,17860.5,882.0
23,1,79,8709.75,110.25
24,0,51,5622.75,0.0
25,0,109,12017.25,0.0
26,1,90,9922.5,110.25
27,5,457,50384.25,551.25
28,3,171,18852.75,330.75
29,5,238,26239.5,551.25
30,6,105,11576.25,661.5
31,8,596,65709.0,882.0
32,173,5580,615195.0,19073.25
33,165,4606,507811.5,18191.25
34,75,2498,275404.5,8268.75
35,82,3115,343428.75,9040.5
36,130,3975,438243.75,14332.5
37,323,8798,969979.5,35610.75
38,77,2290,252472.5,8489.25
39,55,3948,435267.0,6063.75
40,25,2328,256662.0,2756.25
41,0,0,0.0,0.0
