,pr,ft,ft-area,pr-area
0,35,1324,145971.0,3858.75
1,90,1109,122267.25,9922.5
2,46,1031,113667.75,5071.5
3,69,1120,123480.0,7607.25
4,87,1526,168241.5,9591.75
5,96,1600,176400.0,10584.0
6,95,2091,230532.75,10473.75
7,148,2459,271104.75,16317.0
8,116,2417,266474.25,12789.0
9,174,3592,396018.0,19183.5
10,95,3080,339570.0,10473.75
11,144,2930,323032.5,15876.0
12,121,2947,324906.75,13340.25
13,129,2868,316197.0,14222.25
14,107,2354,259528.5,11796.75
15,131,2385,262946.25,14442.75
16,184,2724,300321.0,20286.0
17,190,2681,295580.25,20947.5
18,274,3780,416745.0,30208.5
19,192,2774,305833.5,21168.0
20,149,2012,221823.0,16427.25
21,141,1897,209144.25,15545.25
22,202,2134,235273.5,22270.5
23,208,1888,208152.0,22932.0
24,137,1742,192055.5,15104.25
25,103,1738,191614.5,11355.75
26,71,1319,145419.75,7827.75
27,114,2125,234281.25,12568.5
28,88,1526,168241.5,9702.0
29,56,1350,148837.5,6174.0
30,71,1151,126897.75,7827.75
31,56,1358,149719.5,6174.0
32,39,1029,113447.25,4299.75
33,81,1081,119180.25,8930.25
34,37,1234,136048.5,4079.25
35,46,880,97020.0,5071.5
