,pr,ft,ft-area,pr-area
0,0,4725,520931.25,0.0
1,16,20058,2211394.5,1764.0
2,8,16899,1863114.75,882.0
3,11,12031,1326417.75,1212.75
4,8,7966,878251.5,882.0
5,20,5376,592704.0,2205.0
6,37,3441,379370.25,4079.25
7,56,3699,407814.75,6174.0
8,77,3069,338357.25,8489.25
9,86,2928,322812.0,9481.5
10,90,2925,322481.25,9922.5
11,76,2804,309141.0,8379.0
12,109,2768,305172.0,12017.25
13,73,2574,283783.5,8048.25
14,160,2687,296241.75,17640.0
15,103,2614,288193.5,11355.75
16,118,2566,282901.5,13009.5
17,91,2367,260961.75,10032.75
18,107,2303,253905.75,11796.75
19,127,2424,267246.0,14001.75
20,124,1895,208923.75,13671.0
21,147,1927,212451.75,16206.75
22,92,1630,179707.5,10143.0
23,67,1392,153468.0,7386.75
24,56,1448,159642.0,6174.0
25,89,1513,166808.25,9812.25
26,41,1167,128661.75,4520.25
27,59,1091,120282.75,6504.75
28,124,795,87648.75,13671.0
29,53,800,88200.0,5843.25
30,47,665,73316.25,5181.75
31,131,614,67693.5,14442.75
32,68,490,54022.5,7497.0
33,83,601,66260.25,9150.75
34,55,515,56778.75,6063.75
35,72,412,45423.0,7938.0
36,7,339,37374.75,771.75
37,20,428,47187.0,2205.0
38,6,192,21168.0,661.5
39,0,175,19293.75,0.0
40,8,130,14332.5,882.0
41,5,208,22932.0,551.25
42,10,201,22160.25,1102.5
43,0,18,1984.5,0.0
44,0,154,16978.5,0.0
45,0,12,1323.0,0.0
46,0,15,1653.75,0.0
47,0,0,0.0,0.0
48,0,0,0.0,0.0
49,0,6,661.5,0.0
50,0,5,551.25,0.0
51,0,0,0.0,0.0
52,0,33,3638.25,0.0
53,0,0,0.0,0.0
54,0,0,0.0,0.0
55,0,0,0.0,0.0
56,0,0,0.0,0.0
57,0,0,0.0,0.0
58,0,0,0.0,0.0
59,0,0,0.0,0.0
60,0,0,0.0,0.0
61,0,0,0.0,0.0
62,0,0,0.0,0.0
63,0,0,0.0,0.0
