,dist,area,dist-area-no-cos
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,1666.0,279.6803444426482,281.9029917700773
12,4019.0,679.5831979369455,680.0528955125694
13,0.0,0.0,0.0
14,4386.0,740.6774035278825,742.1527742518361
15,10874.0,1821.9645188132913,1839.9838730539138
16,4742.0,793.9733778100274,802.3913487237133
17,27218.0,4567.572470428062,4605.543595436953
18,45049.0,7563.796857753666,7622.717812875278
19,153024.0,25683.00322169392,25893.11129209142
20,199604.0,33510.46373979971,33774.88881709154
21,353403.0,59387.50630047487,59799.13745529449
22,1109757.0,186394.23684082658,187781.40362412104
23,1651722.0,277715.8905204422,279487.0188310058
24,3854761.0,648134.4573979531,652262.099915135
25,4813166.0,809375.1119470827,814433.3104958078
26,6967938.0,1171248.0992916345,1179041.157664111
27,11284227.0,1897620.9718360652,1909398.1699355845
28,7139085.0,1200594.0261625985,1208000.852341466
29,6419102.0,1079926.0490114347,1086172.9041280232
30,2618681.0,440368.7745289773,443105.64729379216
31,1938133.0,325894.10901453457,327950.4748789407
32,759181.0,127591.87602841799,128460.62136554565
33,336959.0,56636.684170429915,57016.6567850261
34,233730.0,39274.47018214631,39549.33149244908
35,65787.0,11055.828844917121,11131.78398534098
36,81778.0,13703.647801605104,13837.612761688704
37,23351.0,3923.995886896853,3951.210540710129
38,8951.0,1501.1499111783983,1514.5940452184645
39,4342.0,728.2056182707302,734.7075571822783
40,3758.0,628.0182768438854,635.8892215317829
41,11844.0,1996.8682472595929,2004.117067541894
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,8.0,1.354621306924233,1.3536758308287025
45,0.0,0.0,0.0
46,99.0,16.607672157540023,16.751738406505194
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
