,dist,area,dist-area-no-cos
0,0.0,0.0,0.0
1,4006.0,441661.5,441661.5
2,3486.0,384331.5,384331.5
3,2820.0,310905.0,310905.0
4,2359.0,260079.75,260079.75
5,2372.0,261513.0,261513.0
6,2296.0,253134.0,253134.0
7,2242.0,247180.5,247180.5
8,2185.0,240896.25,240896.25
9,2271.0,250377.75,250377.75
10,2836.0,312669.0,312669.0
11,3068.0,338247.0,338247.0
12,3112.0,343098.0,343098.0
13,3742.0,412555.5,412555.5
14,4481.0,494030.25,494030.25
15,5265.0,580466.25,580466.25
16,6683.0,736800.75,736800.75
17,8988.0,990927.0,990927.0
18,10472.0,1154538.0,1154538.0
19,13897.0,1532144.25,1532144.25
20,15137.0,1668854.25,1668854.25
21,13853.0,1527293.25,1527293.25
22,13877.0,1529939.25,1529939.25
23,13350.0,1471837.5,1471837.5
24,13737.0,1514504.25,1514504.25
25,12286.0,1354531.5,1354531.5
26,11964.0,1319031.0,1319031.0
27,11439.0,1261149.75,1261149.75
28,12103.0,1334355.75,1334355.75
29,9659.0,1064904.75,1064904.75
30,9436.0,1040319.0,1040319.0
31,8033.0,885638.25,885638.25
32,7440.0,820260.0,820260.0
33,6876.0,758079.0,758079.0
34,6155.0,678588.75,678588.75
35,5294.0,583663.5,583663.5
36,4147.0,457206.75,457206.75
