,pr,ft,ft-area,pr-area
0,27,131,14442.75,2976.75
1,3,1464,161406.0,330.75
2,0,1170,128992.5,0.0
3,9,2085,229871.25,992.25
4,0,231,25467.75,0.0
5,10,1786,196906.5,1102.5
6,0,154,16978.5,0.0
7,6,620,68355.0,661.5
8,19,4277,471539.25,2094.75
9,1,2697,297344.25,110.25
10,1,172,18963.0,110.25
11,0,161,17750.25,0.0
12,38,4285,472421.25,4189.5
13,24,3466,382126.5,2646.0
14,22,2399,264489.75,2425.5
15,38,3835,422808.75,4189.5
16,16,2605,287201.25,1764.0
17,56,5283,582450.75,6174.0
18,23,3212,354123.0,2535.75
19,92,7648,843192.0,10143.0
20,38,1342,147955.5,4189.5
21,16,2657,292934.25,1764.0
22,110,8073,890048.25,12127.5
23,36,4277,471539.25,3969.0
24,33,2404,265041.0,3638.25
25,62,7020,773955.0,6835.5
26,91,6438,709789.5,10032.75
27,434,23613,2603333.25,47848.5
28,143,9783,1078575.75,15765.75
29,290,12768,1407672.0,31972.5
30,168,6387,704166.75,18522.0
31,491,19353,2133668.25,54132.75
32,7783,187701,20694035.25,858075.75
33,4570,126084,13900761.0,503842.5
34,3014,68233,7522688.25,332293.5
35,3088,88749,9784577.25,340452.0
36,3791,95654,10545853.5,417957.75
37,8822,198701,21906785.25,972625.5
38,1526,64889,7154012.25,168241.5
39,4433,95103,10485105.75,488738.25
40,824,73325,8084081.25,90846.0
41,0,0,0.0,0.0
