,pr,ft,ft-area,pr-area
0,85934,767513282,129870522.46042679,14540.847355804215
1,47425,47042,7959.952304230478,8024.759534631402
2,99049,98013,16584.728650876703,16760.02967096902
3,209547,207945,35186.26508020932,35457.33866533276
4,466529,463807,78480.540758646,78941.12896008547
5,782050,773073,130811.27944577968,132330.27293744835
6,1152936,1132375,191608.58361683149,195087.6997115401
7,1391415,1379234,233379.46635714933,235440.6070190649
8,1792940,1769808,299468.2893509105,303382.4430157517
9,1984830,1981083,335218.0219957023,335852.0499129667
10,1479985,1479984,250427.3213516483,250427.49056112717
11,642025,642025,108636.71566097472,108636.71566097472
12,57851,57851,9788.937561158908,9788.937561158908
13,320123,320123,54167.84599904709,54167.84599904709
14,0,0,0.0,0.0
