,dist,area,dist-area-no-cos
0,0.0,0.0,0.0
1,2.0,220.5,220.5
2,7.0,771.75,771.75
3,183.0,20175.75,20175.75
4,5.0,551.25,551.25
5,217.0,23924.25,23924.25
6,416.0,45864.0,45864.0
7,5.0,551.25,551.25
8,0.0,0.0,0.0
9,92.0,10143.0,10143.0
10,59.0,6504.75,6504.75
11,2.0,220.5,220.5
