,pr,ft,ft-area,pr-area
0,0,6,661.5,0.0
1,0,349,38477.25,0.0
2,3,1846,203521.5,330.75
3,36,4033,444638.25,3969.0
4,145,7256,799974.0,15986.25
5,272,10809,1191692.25,29988.0
6,556,14649,1615052.25,61299.0
7,936,18690,2060572.5,103194.0
8,1376,22991,2534757.75,151704.0
9,1663,27807,3065721.75,183345.75
10,1831,31150,3434287.5,201867.75
11,2147,36387,4011666.75,236706.75
12,2593,39461,4350575.25,285878.25
13,3129,43428,4787937.0,344972.25
14,3176,47491,5235882.75,350154.0
15,3768,50604,5579091.0,415422.0
16,4262,53391,5886357.75,469885.5
17,4995,55683,6139050.75,550698.75
18,5696,58291,6426582.75,627984.0
19,6045,59848,6598242.0,666461.25
20,5650,61210,6748402.5,622912.5
21,5491,60717,6694049.25,605382.75
22,5559,58488,6448302.0,612879.75
23,5104,56063,6180945.75,562716.0
24,4751,52605,5799701.25,523797.75
25,4604,49044,5407101.0,507591.0
26,4495,46673,5145698.25,495573.75
27,4546,44771,4936002.75,501196.5
28,4478,42088,4640202.0,493699.5
29,4940,39070,4307467.5,544635.0
30,4807,37327,4115301.75,529971.75
31,3827,33834,3730198.5,421926.75
32,3418,30357,3346859.25,376834.5
33,3586,28940,3190635.0,395356.5
34,2740,24582,2710165.5,302085.0
35,2848,22817,2515574.25,313992.0
36,2562,20005,2205551.25,282460.5
37,2233,18539,2043924.75,246188.25
38,1503,17429,1921547.25,165705.75
39,808,14415,1589253.75,89082.0
40,508,12874,1419358.5,56007.0
41,245,9793,1079678.25,27011.25
42,84,7759,855429.75,9261.0
43,23,6314,696118.5,2535.75
44,5,5110,563377.5,551.25
45,0,3546,390946.5,0.0
46,0,3249,358202.25,0.0
47,0,2593,285878.25,0.0
48,0,1875,206718.75,0.0
49,0,1499,165264.75,0.0
50,0,1047,115431.75,0.0
51,0,695,76623.75,0.0
52,0,667,73536.75,0.0
53,0,610,67252.5,0.0
54,0,466,51376.5,0.0
55,0,137,15104.25,0.0
56,0,30,3307.5,0.0
57,0,9,992.25,0.0
58,0,0,0.0,0.0
59,0,0,0.0,0.0
60,0,0,0.0,0.0
61,0,0,0.0,0.0
62,0,0,0.0,0.0
63,0,0,0.0,0.0
