,pr,ft,ft-area,pr-area
0,878,18552,2045358.0,96799.5
1,3048,61452,6775083.0,336042.0
2,6924,117771,12984252.75,763371.0
3,12343,194059,21395004.75,1360815.75
4,17777,270784,29853936.0,1959914.25
5,22864,342612,37772973.0,2520756.0
6,23030,355641,39209420.25,2539057.5
7,23555,371103,40914105.75,2596938.75
8,22295,357204,39381741.0,2458023.75
9,18929,324112,35733348.0,2086922.25
10,16515,284685,31386521.25,1820778.75
11,13787,236293,26051303.25,1520016.75
12,12024,199142,21955405.5,1325646.0
13,9934,162560,17922240.0,1095223.5
14,8328,126746,13973746.5,918162.0
15,6303,96754,10667128.5,694905.75
16,4607,72512,7994448.0,507921.75
17,3650,53256,5871474.0,402412.5
18,2176,36774,4054333.5,239904.0
19,1242,23694,2612263.5,136930.5
20,649,13222,1457725.5,71552.25
21,197,5903,650805.75,21719.25
22,51,2515,277278.75,5622.75
23,10,952,104958.0,1102.5
24,5,267,29436.75,551.25
25,0,112,12348.0,0.0
26,0,16,1764.0,0.0
27,0,13,1433.25,0.0
28,0,0,0.0,0.0
29,0,0,0.0,0.0
30,0,0,0.0,0.0
31,0,0,0.0,0.0
32,0,0,0.0,0.0
33,0,0,0.0,0.0
