,dist,area,dist-area-no-cos
0,0.0,0.0,0.0
1,7.0,771.75,771.75
2,33.0,3638.25,3638.25
3,45.0,4961.25,4961.25
4,78.0,8599.5,8599.5
5,104.0,11466.0,11466.0
6,105.0,11576.25,11576.25
7,100.0,11025.0,11025.0
8,103.0,11355.75,11355.75
9,115.0,12678.75,12678.75
10,67.0,7386.75,7386.75
11,69.0,7607.25,7607.25
12,41.0,4520.25,4520.25
13,27.0,2976.75,2976.75
14,19.0,2094.75,2094.75
15,24.0,2646.0,2646.0
16,15.0,1653.75,1653.75
17,13.0,1433.25,1433.25
18,10.0,1102.5,1102.5
19,8.0,882.0,882.0
20,3.0,330.75,330.75
21,2.0,220.5,220.5
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
