,dist,area,dist-area-no-cos
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,16.0,1764.0,1764.0
20,78.0,8599.5,8599.5
21,239.0,26349.75,26349.75
22,762.0,84010.5,84010.5
23,2691.0,296682.75,296682.75
24,6954.0,766678.5,766678.5
25,17418.0,1920334.5,1920334.5
26,34069.0,3756107.25,3756107.25
27,28876.0,3183579.0,3183579.0
28,11708.0,1290807.0,1290807.0
29,5197.0,572969.25,572969.25
30,1906.0,210136.5,210136.5
31,813.0,89633.25,89633.25
32,228.0,25137.0,25137.0
33,55.0,6063.75,6063.75
34,10.0,1102.5,1102.5
35,2.0,220.5,220.5
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
