,dist,area,dist-area-no-cos
0,0.0,0.0,0.0
1,13.0,1433.25,1433.25
2,17.0,1874.25,1874.25
3,8.0,882.0,882.0
4,5.0,551.25,551.25
5,13.0,1433.25,1433.25
6,7.0,771.75,771.75
7,10.0,1102.5,1102.5
8,7.0,771.75,771.75
9,17.0,1874.25,1874.25
10,24.0,2646.0,2646.0
11,18.0,1984.5,1984.5
12,26.0,2866.5,2866.5
13,22.0,2425.5,2425.5
14,24.0,2646.0,2646.0
15,32.0,3528.0,3528.0
16,40.0,4410.0,4410.0
17,38.0,4189.5,4189.5
18,40.0,4410.0,4410.0
19,34.0,3748.5,3748.5
20,52.0,5733.0,5733.0
21,39.0,4299.75,4299.75
22,25.0,2756.25,2756.25
23,48.0,5292.0,5292.0
24,36.0,3969.0,3969.0
25,37.0,4079.25,4079.25
26,42.0,4630.5,4630.5
27,53.0,5843.25,5843.25
28,28.0,3087.0,3087.0
29,46.0,5071.5,5071.5
30,50.0,5512.5,5512.5
31,30.0,3307.5,3307.5
32,32.0,3528.0,3528.0
33,29.0,3197.25,3197.25
34,11.0,1212.75,1212.75
35,16.0,1764.0,1764.0
36,19.0,2094.75,2094.75
