,pr,ft,ft-area,pr-area
0,940,20745,2287136.25,103635.0
1,3420,68454,7547053.5,377055.0
2,7544,129432,14269878.0,831726.0
3,13271,210942,23256355.5,1463127.75
4,18710,291997,32192669.25,2062777.5
5,23825,367059,40468254.75,2626706.25
6,23995,380071,41902827.75,2645448.75
7,24425,396679,43733859.75,2692856.25
8,23098,380674,41969308.5,2546554.5
9,19747,345716,38115189.0,2177106.75
10,17169,303467,33457236.75,1892882.25
11,14444,251052,27678483.0,1592451.0
12,12300,210223,23177085.75,1356075.0
13,10276,170730,18822982.5,1132929.0
14,8649,132268,14582547.0,953552.25
15,6535,100074,11033158.5,720483.75
16,4602,74721,8237990.25,507370.5
17,3677,54888,6051402.0,405389.25
18,2210,37790,4166347.5,243652.5
19,1231,24398,2689879.5,135717.75
20,659,13611,1500612.75,72654.75
21,211,5999,661389.75,23262.75
22,40,2580,284445.0,4410.0
23,7,983,108375.75,771.75
24,0,278,30649.5,0.0
25,0,116,12789.0,0.0
26,0,16,1764.0,0.0
27,0,13,1433.25,0.0
28,0,0,0.0,0.0
29,0,0,0.0,0.0
30,0,0,0.0,0.0
31,0,0,0.0,0.0
32,0,0,0.0,0.0
33,0,0,0.0,0.0
