,pr,ft,ft-area,pr-area
0,0,71,7827.75,0.0
1,0,48,5292.0,0.0
2,0,404,44541.0,0.0
3,0,464,51156.0,0.0
4,0,66,7276.5,0.0
5,0,282,31090.5,0.0
6,0,71,7827.75,0.0
7,0,153,16868.25,0.0
8,0,1511,166587.75,0.0
9,0,1053,116093.25,0.0
10,0,72,7938.0,0.0
11,0,125,13781.25,0.0
12,1,1213,133733.25,110.25
13,0,615,67803.75,0.0
14,0,204,22491.0,0.0
15,0,261,28775.25,0.0
16,0,421,46415.25,0.0
17,2,962,106060.5,220.5
18,0,464,51156.0,0.0
19,0,597,65819.25,0.0
20,0,296,32634.0,0.0
21,0,282,31090.5,0.0
22,0,1378,151924.5,0.0
23,0,1048,115542.0,0.0
24,0,449,49502.25,0.0
25,0,1461,161075.25,0.0
26,0,905,99776.25,0.0
27,0,2913,321158.25,0.0
28,0,682,75190.5,0.0
29,3,802,88420.5,330.75
30,0,483,53250.75,0.0
31,0,1165,128441.25,0.0
32,31,4509,497117.25,3417.75
33,12,2763,304620.75,1323.0
34,4,1392,153468.0,441.0
35,0,1535,169233.75,0.0
36,2,1265,139466.25,220.5
37,5,1887,208041.75,551.25
38,0,1363,150270.75,0.0
39,10,1421,156665.25,1102.5
40,0,2612,287973.0,0.0
41,0,0,0.0,0.0
