,pr,ft,ft-area,pr-area
0,447415,2450534626,414653686.9781317,75706.85898127798
1,236930,234528,39684.360656574245,40090.80182478056
2,488558,484585,81996.37531026585,82668.64456975115
3,1040025,1033620,174898.30153264542,175982.08824470267
4,2081568,2064350,349307.587671404,352221.03647830506
5,3780359,3738196,632538.1970125665,639672.5762694704
6,6302636,6232595,1054614.1518554771,1066465.7529638612
7,8830370,8710288,1473863.2931446596,1494182.305784356
8,11786611,11702099,1980106.073283091,1994406.3047599655
9,11445675,11420229,1932410.9974786302,1936716.7018775386
10,11255176,11253200,1904148.1074351943,1904482.465365409
11,6520787,6519841,1103218.8978182548,1103378.9699852504
12,1232888,1232888,208616.33596484218,208616.33596484218
13,1786801,1786801,302343.66602506954,302343.66602506954
14,0,0,0.0,0.0
