,pr,ft,ft-area,pr-area
0,99,3055,336813.75,10914.75
1,40,2610,287752.5,4410.0
2,40,1968,216972.0,4410.0
3,42,1434,158098.5,4630.5
4,9,1101,121385.25,992.25
5,9,858,94594.5,992.25
6,7,520,57330.0,771.75
7,8,401,44210.25,882.0
8,4,214,23593.5,441.0
9,3,192,21168.0,330.75
10,0,160,17640.0,0.0
11,5,96,10584.0,551.25
12,5,122,13450.5,551.25
13,4,171,18852.75,441.0
14,7,115,12678.75,771.75
15,12,137,15104.25,1323.0
16,6,204,22491.0,661.5
17,7,192,21168.0,771.75
18,54,483,53250.75,5953.5
19,29,381,42005.25,3197.25
20,27,515,56778.75,2976.75
21,7,541,59645.25,771.75
22,11,552,60858.0,1212.75
23,35,629,69347.25,3858.75
24,35,676,74529.0,3858.75
25,25,834,91948.5,2756.25
26,40,881,97130.25,4410.0
27,31,1069,117857.25,3417.75
28,32,1321,145640.25,3528.0
29,47,1487,163941.75,5181.75
30,42,1659,182904.75,4630.5
31,73,2215,244203.75,8048.25
32,96,2804,309141.0,10584.0
33,88,3344,368676.0,9702.0
34,108,3583,395025.75,11907.0
35,62,3128,344862.0,6835.5
