,pr,ft,ft-area,pr-area
0,474,6349,699977.25,52258.5
1,2134,24487,2699691.75,235273.5
2,4612,52573,5796173.25,508473.0
3,7732,87351,9630447.75,852453.0
4,11042,119785,13206296.25,1217380.5
5,13657,147227,16231776.75,1505684.25
6,13121,147304,16240266.0,1446590.25
7,13015,147033,16210388.25,1434903.75
8,11404,136814,15083743.5,1257291.0
9,10154,121097,13350944.25,1119478.5
10,8603,103060,11362365.0,948480.75
11,6809,82386,9083056.5,750692.25
12,5503,66554,7337578.5,606705.75
13,4503,50399,5556489.75,496455.75
14,3213,37174,4098433.5,354233.25
15,2094,26201,2888660.25,230863.5
16,1381,17703,1951755.75,152255.25
17,922,12120,1336230.0,101650.5
18,572,7659,844404.75,63063.0
19,311,4432,488628.0,34287.75
20,134,2233,246188.25,14773.5
21,41,928,102312.0,4520.25
22,12,358,39469.5,1323.0
23,1,147,16206.75,110.25
24,0,31,3417.75,0.0
25,0,5,551.25,0.0
26,0,0,0.0,0.0
27,0,7,771.75,0.0
28,0,0,0.0,0.0
29,0,0,0.0,0.0
30,0,0,0.0,0.0
31,0,0,0.0,0.0
32,0,0,0.0,0.0
33,0,0,0.0,0.0
