,dist,area,dist-area-no-cos
0,0.0,0.0,0.0
1,541.0,59645.25,59645.25
2,1660.0,183015.0,183015.0
3,3189.0,351587.25,351587.25
4,4601.0,507260.25,507260.25
5,6445.0,710561.25,710561.25
6,7789.0,858737.25,858737.25
7,7974.0,879133.5,879133.5
8,7921.0,873290.25,873290.25
9,7357.0,811109.25,811109.25
10,6072.0,669438.0,669438.0
11,5536.0,610344.0,610344.0
12,4747.0,523356.75,523356.75
13,4067.0,448386.75,448386.75
14,3542.0,390505.5,390505.5
15,2718.0,299659.5,299659.5
16,2507.0,276396.75,276396.75
17,1553.0,171218.25,171218.25
18,1360.0,149940.0,149940.0
19,783.0,86325.75,86325.75
20,599.0,66039.75,66039.75
21,254.0,28003.5,28003.5
22,65.0,7166.25,7166.25
23,17.0,1874.25,1874.25
24,4.0,441.0,441.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
