,pr,ft,ft-area,pr-area
0,0,727,80151.75,0.0
1,1,4531,499542.75,110.25
2,4,6731,742092.75,441.0
3,0,10771,1187502.75,0.0
4,23,15990,1762897.5,2535.75
5,27,18111,1996737.75,2976.75
6,140,22348,2463867.0,15435.0
7,336,25819,2846544.75,37044.0
8,602,27059,2983254.75,66370.5
9,528,28586,3151606.5,58212.0
10,613,32984,3636486.0,67583.25
11,611,36133,3983663.25,67362.75
12,949,39254,4327753.5,104627.25
13,1104,41685,4595771.25,121716.0
14,1112,42793,4717928.25,122598.0
15,1138,45254,4989253.5,125464.5
16,1380,44890,4949122.5,152145.0
17,1487,46857,5165984.25,163941.75
18,1345,46737,5152754.25,148286.25
19,1341,46167,5089911.75,147845.25
20,1458,44921,4952540.25,160744.5
21,1164,41088,4529952.0,128331.0
22,995,37206,4101961.5,109698.75
23,1081,33318,3673309.5,119180.25
24,1419,31656,3490074.0,156444.75
25,1070,29185,3217646.25,117967.5
26,1031,26018,2868484.5,113667.75
27,926,24408,2690982.0,102091.5
28,1152,22298,2458354.5,127008.0
29,1139,20057,2211284.25,125574.75
30,1156,18581,2048555.25,127449.0
31,1206,16435,1811958.75,132961.5
32,893,14637,1613729.25,98453.25
33,686,12930,1425532.5,75631.5
34,824,10498,1157404.5,90846.0
35,715,9316,1027089.0,78828.75
36,473,8204,904491.0,52148.25
37,442,7012,773073.0,48730.5
38,220,5494,605713.5,24255.0
39,103,4715,519828.75,11355.75
40,62,3314,365368.5,6835.5
41,29,2336,257544.0,3197.25
42,14,1326,146191.5,1543.5
43,0,933,102863.25,0.0
44,0,695,76623.75,0.0
45,0,529,58322.25,0.0
46,0,324,35721.0,0.0
47,0,168,18522.0,0.0
48,0,112,12348.0,0.0
49,0,49,5402.25,0.0
50,0,6,661.5,0.0
51,0,66,7276.5,0.0
52,0,54,5953.5,0.0
53,0,0,0.0,0.0
54,0,0,0.0,0.0
55,0,0,0.0,0.0
56,0,0,0.0,0.0
57,0,0,0.0,0.0
58,0,0,0.0,0.0
59,0,0,0.0,0.0
60,0,0,0.0,0.0
61,0,0,0.0,0.0
62,0,0,0.0,0.0
63,0,0,0.0,0.0
