,pr,ft,ft-area,pr-area
0,234,6740,743085.0,25798.5
1,865,23249,2563202.25,95366.25
2,1672,44966,4957501.5,184338.0
3,2904,73480,8101170.0,320166.0
4,3832,100376,11066454.0,422478.0
5,4845,119500,13174875.0,534161.25
6,4447,122193,13471778.25,490281.75
7,4461,123839,13653249.75,491825.25
8,4074,115075,12687018.75,449158.5
9,3298,99272,10944738.0,363604.5
10,2621,83053,9156593.25,288965.25
11,1994,65042,7170880.5,219838.5
12,1670,51755,5705988.75,184117.5
13,1230,38863,4284645.75,135607.5
14,781,27684,3052161.0,86105.25
15,580,19928,2197062.0,63945.0
16,337,13485,1486721.25,37154.25
17,223,9223,1016835.75,24585.75
18,103,5691,627432.75,11355.75
19,53,3498,385654.5,5843.25
20,20,1793,197678.25,2205.0
21,10,940,103635.0,1102.5
22,0,363,40020.75,0.0
23,0,169,18632.25,0.0
24,0,40,4410.0,0.0
25,0,16,1764.0,0.0
26,0,0,0.0,0.0
27,0,2,220.5,0.0
28,0,0,0.0,0.0
29,0,0,0.0,0.0
30,0,0,0.0,0.0
31,0,0,0.0,0.0
32,0,0,0.0,0.0
33,0,0,0.0,0.0
