,pr,ft,ft-area,pr-area
0,105,3261,359525.25,11576.25
1,23,2820,310905.0,2535.75
2,40,2116,233289.0,4410.0
3,43,1529,168572.25,4740.75
4,4,1156,127449.0,441.0
5,10,910,100327.5,1102.5
6,9,565,62291.25,992.25
7,7,427,47076.75,771.75
8,1,229,25247.25,110.25
9,4,218,24034.5,441.0
10,0,164,18081.0,0.0
11,2,105,11576.25,220.5
12,5,131,14442.75,551.25
13,8,177,19514.25,882.0
14,7,119,13119.75,771.75
15,15,143,15765.75,1653.75
16,4,217,23924.25,441.0
17,6,201,22160.25,661.5
18,49,503,55455.75,5402.25
19,26,384,42336.0,2866.5
20,24,528,58212.0,2646.0
21,16,543,59865.75,1764.0
22,16,569,62732.25,1764.0
23,31,645,71111.25,3417.75
24,44,683,75300.75,4851.0
25,23,842,92830.5,2535.75
26,33,883,97350.75,3638.25
27,31,1088,119952.0,3417.75
28,37,1352,149058.0,4079.25
29,35,1512,166698.0,3858.75
30,45,1698,187204.5,4961.25
31,56,2279,251259.75,6174.0
32,90,2914,321268.5,9922.5
33,82,3428,377937.0,9040.5
34,109,3732,411453.0,12017.25
35,66,3293,363053.25,7276.5
