,dist,area,dist-area-no-cos
0,0.0,0.0,0.0
1,855.0,94263.75,94263.75
2,2339.0,257874.75,257874.75
3,4441.0,489620.25,489620.25
4,6824.0,752346.0,752346.0
5,8995.0,991698.75,991698.75
6,10927.0,1204701.75,1204701.75
7,10887.0,1200291.75,1200291.75
8,11323.0,1248360.75,1248360.75
9,10264.0,1131606.0,1131606.0
10,8497.0,936794.25,936794.25
11,7367.0,812211.75,812211.75
12,5684.0,626661.0,626661.0
13,5129.0,565472.25,565472.25
14,4087.0,450591.75,450591.75
15,3183.0,350925.75,350925.75
16,2185.0,240896.25,240896.25
17,1434.0,158098.5,158098.5
18,1072.0,118188.0,118188.0
19,631.0,69567.75,69567.75
20,367.0,40461.75,40461.75
21,198.0,21829.5,21829.5
22,61.0,6725.25,6725.25
23,29.0,3197.25,3197.25
24,3.0,330.75,330.75
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
