,pr,ft,ft-area,pr-area
0,2270,35126,3872641.5,250267.5
1,1910,31232,3443328.0,210577.5
2,1462,26941,2970245.25,161185.5
3,1184,26316,2901339.0,130536.0
4,1113,29049,3202652.25,122708.25
5,1195,36107,3980796.75,131748.75
6,1190,42219,4654644.75,131197.5
7,944,46864,5166756.0,104076.0
8,1116,45553,5022218.25,123039.0
9,1473,49760,5486040.0,162398.25
10,1626,43828,4832037.0,179266.5
11,1721,40921,4511540.25,189740.25
12,2177,40828,4501287.0,240014.25
13,2895,41342,4557955.5,319173.75
14,3077,42102,4641745.5,339239.25
15,3741,41175,4539543.75,412445.25
16,5250,46769,5156282.25,578812.5
17,6014,47852,5275683.0,663043.5
18,5837,46884,5168961.0,643529.25
19,5538,42850,4724212.5,610564.5
20,5723,43212,4764123.0,630960.75
21,6236,46568,5134122.0,687519.0
22,6006,46940,5175135.0,662161.5
23,5834,46631,5141067.75,643198.5
24,5305,45123,4974810.75,584876.25
25,5101,45786,5047906.5,562385.25
26,5052,43432,4788378.0,556983.0
27,6212,50118,5525509.5,684873.0
28,5109,43442,4789480.5,563267.25
29,4312,35458,3909244.5,475398.0
30,3450,28474,3139258.5,380362.5
31,2607,25335,2793183.75,287421.75
32,2356,23082,2544790.5,259749.0
33,2177,22363,2465520.75,240014.25
34,2198,25394,2799688.5,242329.5
35,2033,26341,2904095.25,224138.25
