,pr,ft,ft-area,pr-area
0,0,1104,121716.0,0.0
1,10,12061,1329725.25,1102.5
2,7,14460,1594215.0,771.75
3,8,10771,1187502.75,882.0
4,9,7391,814857.75,992.25
5,13,4810,530302.5,1433.25
6,45,3011,331962.75,4961.25
7,28,3153,347618.25,3087.0
8,60,2695,297123.75,6615.0
9,69,2539,279924.75,7607.25
10,42,2320,255780.0,4630.5
11,74,2554,281578.5,8158.5
12,122,2546,280696.5,13450.5
13,83,2495,275073.75,9150.75
14,151,2472,272538.0,16647.75
15,97,2566,282901.5,10694.25
16,153,2500,275625.0,16868.25
17,98,2301,253685.25,10804.5
18,113,2209,243542.25,12458.25
19,102,2367,260961.75,11245.5
20,117,1844,203301.0,12899.25
21,141,1909,210467.25,15545.25
22,105,1588,175077.0,11576.25
23,67,1352,149058.0,7386.75
24,69,1364,150381.0,7607.25
25,95,1392,153468.0,10473.75
26,35,1059,116754.75,3858.75
27,59,1067,117636.75,6504.75
28,121,774,85333.5,13340.25
29,47,770,84892.5,5181.75
30,44,659,72654.75,4851.0
31,123,614,67693.5,13560.75
32,74,484,53361.0,8158.5
33,71,601,66260.25,7827.75
34,57,515,56778.75,6284.25
35,77,412,45423.0,8489.25
36,10,339,37374.75,1102.5
37,19,428,47187.0,2094.75
38,9,192,21168.0,992.25
39,0,175,19293.75,0.0
40,1,130,14332.5,110.25
41,6,208,22932.0,661.5
42,8,189,20837.25,882.0
43,0,18,1984.5,0.0
44,0,154,16978.5,0.0
45,0,12,1323.0,0.0
46,0,15,1653.75,0.0
47,0,0,0.0,0.0
48,0,0,0.0,0.0
49,0,6,661.5,0.0
50,0,5,551.25,0.0
51,0,0,0.0,0.0
52,0,33,3638.25,0.0
53,0,0,0.0,0.0
54,0,0,0.0,0.0
55,0,0,0.0,0.0
56,0,0,0.0,0.0
57,0,0,0.0,0.0
58,0,0,0.0,0.0
59,0,0,0.0,0.0
60,0,0,0.0,0.0
61,0,0,0.0,0.0
62,0,0,0.0,0.0
63,0,0,0.0,0.0
