,pr,ft,ft-area,pr-area
0,0,0,0.0,0.0
1,0,0,0.0,0.0
2,0,0,0.0,0.0
3,0,0,0.0,0.0
4,0,0,0.0,0.0
5,7,7,771.75,771.75
6,74,74,8158.5,8158.5
7,236,228,25137.0,26019.0
8,518,518,57109.5,57109.5
9,699,690,76072.5,77064.75
10,634,634,69898.5,69898.5
11,550,550,60637.5,60637.5
12,444,444,48951.0,48951.0
13,62,62,6835.5,6835.5
14,5,5,551.25,551.25
