,pr,ft,ft-area,pr-area
0,27,344,37926.0,2976.75
1,33,452,49833.0,3638.25
2,39,436,48069.0,4299.75
3,35,557,61409.25,3858.75
4,71,614,67693.5,7827.75
5,42,670,73867.5,4630.5
6,35,773,85223.25,3858.75
7,47,1108,122157.0,5181.75
8,60,1202,132520.5,6615.0
9,99,1781,196355.25,10914.75
10,81,1937,213554.25,8930.25
11,132,2218,244534.5,14553.0
12,146,2395,264048.75,16096.5
13,228,2864,315756.0,25137.0
14,218,3088,340452.0,24034.5
15,214,3318,365809.5,23593.5
16,333,3546,390946.5,36713.25
17,231,2980,328545.0,25467.75
18,259,2671,294477.75,28554.75
19,163,2256,248724.0,17970.75
20,138,1807,199221.75,15214.5
21,110,1505,165926.25,12127.5
22,63,1211,133512.75,6945.75
23,56,791,87207.75,6174.0
24,46,676,74529.0,5071.5
25,33,564,62181.0,3638.25
26,13,360,39690.0,1433.25
27,9,381,42005.25,992.25
28,7,263,28995.75,771.75
29,4,205,22601.25,441.0
30,0,155,17088.75,0.0
31,4,157,17309.25,441.0
32,5,137,15104.25,551.25
33,8,141,15545.25,882.0
34,14,178,19624.5,1543.5
35,4,136,14994.0,441.0
