,dist,area,dist-area-no-cos
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,29.0,3197.25,3197.25
3,117.0,12899.25,12899.25
4,60.0,6615.0,6615.0
5,477.0,52589.25,52589.25
6,236.0,26019.0,26019.0
7,534.0,58873.5,58873.5
8,962.0,106060.5,106060.5
9,1463.0,161295.75,161295.75
10,1384.0,152586.0,152586.0
11,1670.0,184117.5,184117.5
12,2283.0,251700.75,251700.75
13,2791.0,307707.75,307707.75
14,2785.0,307046.25,307046.25
15,3067.0,338136.75,338136.75
16,3238.0,356989.5,356989.5
17,3722.0,410350.5,410350.5
18,3681.0,405830.25,405830.25
19,3560.0,392490.0,392490.0
20,3826.0,421816.5,421816.5
21,4083.0,450150.75,450150.75
22,4387.0,483666.75,483666.75
23,4438.0,489289.5,489289.5
24,4392.0,484218.0,484218.0
25,4079.0,449709.75,449709.75
26,4353.0,479918.25,479918.25
27,4286.0,472531.5,472531.5
28,3981.0,438905.25,438905.25
29,3396.0,374409.0,374409.0
30,3105.0,342326.25,342326.25
31,3156.0,347949.0,347949.0
32,2954.0,325678.5,325678.5
33,2721.0,299990.25,299990.25
34,2512.0,276948.0,276948.0
35,2710.0,298777.5,298777.5
36,2299.0,253464.75,253464.75
37,2136.0,235494.0,235494.0
38,1651.0,182022.75,182022.75
39,1325.0,146081.25,146081.25
40,759.0,83679.75,83679.75
41,528.0,58212.0,58212.0
42,265.0,29216.25,29216.25
43,53.0,5843.25,5843.25
44,40.0,4410.0,4410.0
45,6.0,661.5,661.5
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
