,pr,ft,ft-area,pr-area
0,1075,53867,5938836.75,118518.75
1,825,44167,4869411.75,90956.25
2,409,38954,4294678.5,45092.25
3,422,34383,3790725.75,46525.5
4,396,31340,3455235.0,43659.0
5,304,26917,2967599.25,33516.0
6,230,23979,2643684.75,25357.5
7,241,22872,2521638.0,26570.25
8,204,16686,1839631.5,22491.0
9,206,15969,1760582.25,22711.5
10,184,11582,1276915.5,20286.0
11,175,9522,1049800.5,19293.75
12,166,8399,925989.75,18301.5
13,180,7967,878361.75,19845.0
14,213,7579,835584.75,23483.25
15,216,7925,873731.25,23814.0
16,199,8360,921690.0,21939.75
17,305,7656,844074.0,33626.25
18,611,11513,1269308.25,67362.75
19,614,11268,1242297.0,67693.5
20,721,11849,1306352.25,79490.25
21,904,14228,1568637.0,99666.0
22,1097,16863,1859145.75,120944.25
23,1205,20323,2240610.75,132851.25
24,1481,24806,2734861.5,163280.25
25,1490,31820,3508155.0,164272.5
26,1578,34109,3760517.25,173974.5
27,1804,47497,5236544.25,198891.0
28,1804,49229,5427497.25,198891.0
29,1802,48897,5390894.25,198670.5
30,1907,49035,5406108.75,210246.75
31,1971,51062,5629585.5,217302.75
32,1644,52577,5796614.25,181251.0
33,1583,53731,5923842.75,174525.75
34,1538,55099,6074664.75,169564.5
35,1295,49319,5437419.75,142773.75
