,pr,ft,ft-area,pr-area
0,19,217,23924.25,2094.75
1,7,1080,119070.0,771.75
2,4,1942,214105.5,441.0
3,11,2260,249165.0,1212.75
4,0,331,36492.75,0.0
5,0,1881,207380.25,0.0
6,14,460,50715.0,1543.5
7,5,850,93712.5,551.25
8,37,6131,675942.75,4079.25
9,11,3646,401971.5,1212.75
10,0,397,43769.25,0.0
11,0,290,31972.5,0.0
12,41,5953,656318.25,4520.25
13,30,4663,514095.75,3307.5
14,37,3307,364596.75,4079.25
15,74,4112,453348.0,8158.5
16,69,4559,502629.75,7607.25
17,128,8106,893686.5,14112.0
18,103,3798,418729.5,11355.75
19,301,10235,1128408.75,33185.25
20,57,2517,277499.25,6284.25
21,59,3502,386095.5,6504.75
22,281,12238,1349239.5,30980.25
23,93,6151,678147.75,10253.25
24,61,2735,301533.75,6725.25
25,174,7734,852673.5,19183.5
26,171,9176,1011654.0,18852.75
27,981,30473,3359648.25,108155.25
28,208,9213,1015733.25,22932.0
29,756,16126,1777891.5,83349.0
30,431,7527,829851.75,47517.75
31,881,22314,2460118.5,97130.25
32,22062,246265,27150716.25,2432335.5
33,11738,146415,16142253.75,1294114.5
34,9814,84007,9261771.75,1081993.5
35,7707,93141,10268795.25,849696.75
36,11602,116282,12820090.5,1279120.5
37,27695,246439,27169899.75,3053373.75
38,5126,72605,8004701.25,565141.5
39,18501,132469,14604707.25,2039735.25
40,1930,69870,7703167.5,212782.5
41,0,0,0.0,0.0
