,dist,area,dist-area-no-cos
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,34.0,3748.5,3748.5
3,153.0,16868.25,16868.25
4,217.0,23924.25,23924.25
5,872.0,96138.0,96138.0
6,768.0,84672.0,84672.0
7,1045.0,115211.25,115211.25
8,1779.0,196134.75,196134.75
9,3110.0,342877.5,342877.5
10,3808.0,419832.0,419832.0
11,4249.0,468452.25,468452.25
12,4968.0,547722.0,547722.0
13,5594.0,616738.5,616738.5
14,6449.0,711002.25,711002.25
15,7118.0,784759.5,784759.5
16,8008.0,882882.0,882882.0
17,9518.0,1049359.5,1049359.5
18,10356.0,1141749.0,1141749.0
19,11080.0,1221570.0,1221570.0
20,11059.0,1219254.75,1219254.75
21,11175.0,1232043.75,1232043.75
22,10648.0,1173942.0,1173942.0
23,10699.0,1179564.75,1179564.75
24,10303.0,1135905.75,1135905.75
25,9453.0,1042193.25,1042193.25
26,9363.0,1032270.75,1032270.75
27,9560.0,1053990.0,1053990.0
28,9241.0,1018820.25,1018820.25
29,9789.0,1079237.25,1079237.25
30,9807.0,1081221.75,1081221.75
31,10927.0,1204701.75,1204701.75
32,9365.0,1032491.25,1032491.25
33,8701.0,959285.25,959285.25
34,8401.0,926210.25,926210.25
35,8397.0,925769.25,925769.25
36,7256.0,799974.0,799974.0
37,6094.0,671863.5,671863.5
38,4975.0,548493.75,548493.75
39,3218.0,354784.5,354784.5
40,2009.0,221492.25,221492.25
41,1215.0,133953.75,133953.75
42,447.0,49281.75,49281.75
43,81.0,8930.25,8930.25
44,52.0,5733.0,5733.0
45,6.0,661.5,661.5
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
