,dist,area,dist-area-no-cos
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,13.0,1433.25,1433.25
20,24.0,2646.0,2646.0
21,271.0,29877.75,29877.75
22,973.0,107273.25,107273.25
23,2428.0,267687.0,267687.0
24,6757.0,744959.25,744959.25
25,15625.0,1722656.25,1722656.25
26,30657.0,3379934.25,3379934.25
27,24387.0,2688666.75,2688666.75
28,10619.0,1170744.75,1170744.75
29,4671.0,514977.75,514977.75
30,2057.0,226784.25,226784.25
31,748.0,82467.0,82467.0
32,194.0,21388.5,21388.5
33,54.0,5953.5,5953.5
34,20.0,2205.0,2205.0
35,0.0,0.0,0.0
36,2.0,220.5,220.5
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
