,dist,area,dist-area-no-cos
0,145.0,15986.25,15986.25
1,19.0,2094.75,2094.75
2,9.0,992.25,992.25
3,4.0,441.0,441.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,23.0,2535.75,2535.75
8,10.0,1102.5,1102.5
9,13.0,1433.25,1433.25
10,0.0,0.0,0.0
11,13.0,1433.25,1433.25
12,0.0,0.0,0.0
13,40.0,4410.0,4410.0
14,17.0,1874.25,1874.25
15,44.0,4851.0,4851.0
16,48.0,5292.0,5292.0
17,85.0,9371.25,9371.25
18,78.0,8599.5,8599.5
19,128.0,14112.0,14112.0
20,204.0,22491.0,22491.0
21,65.0,7166.25,7166.25
22,83.0,9150.75,9150.75
23,328.0,36162.0,36162.0
24,124.0,13671.0,13671.0
25,93.0,10253.25,10253.25
26,155.0,17088.75,17088.75
27,148.0,16317.0,16317.0
28,802.0,88420.5,88420.5
29,303.0,33405.75,33405.75
30,783.0,86325.75,86325.75
31,562.0,61960.5,61960.5
32,1097.0,120944.25,120944.25
33,24473.0,2698148.25,2698148.25
34,12748.0,1405467.0,1405467.0
35,9397.0,1036019.25,1036019.25
36,8464.0,933156.0,933156.0
37,12019.0,1325094.75,1325094.75
38,25639.0,2826699.75,2826699.75
39,4364.0,481131.0,481131.0
40,17591.0,1939407.75,1939407.75
41,2153.0,237368.25,237368.25
42,0.0,0.0,0.0
