,dist,area,dist-area-no-cos
0,0.0,0.0,0.0
1,5460.0,921.3416232360177,923.8837545405894
2,15221.0,2568.4648469777885,2575.53747763046
3,24899.0,4201.622852011965,4213.1468139754825
4,41178.0,6949.10260474526,6967.707920233039
5,52769.0,8900.789852205065,8929.014989624975
6,62171.0,10482.750803838688,10519.922509806407
7,59626.0,10051.012776953225,10089.284386124027
8,57218.0,9645.723962680784,9681.827961044588
9,52516.0,8847.731349704773,8886.204991475017
10,45657.0,7692.190256541775,7725.597176018258
11,36580.0,6162.395920876476,6189.682736464242
12,30595.0,5151.876457760041,5176.964005525519
13,21857.0,3679.776899866016,3698.4115793028686
14,17453.0,2935.593492480237,2953.213034431668
15,11712.0,1968.5765507131791,1981.7814163332205
16,8628.0,1449.44588902173,1459.9393835487556
17,5757.0,967.2429744147049,974.138969760105
18,3853.0,647.3827552005886,651.9641220228739
19,1977.0,332.19241698581317,334.5271396935431
20,1372.0,230.2195409500709,232.15540498712247
21,882.0,147.9677372793815,149.24276034886444
22,353.0,59.1529022329696,59.7309460353165
23,110.0,18.516627128404448,18.613042673894657
24,69.0,11.66102132021124,11.67545404089756
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
