,pr,ft,ft-area,pr-area
0,0,377,41564.25,0.0
1,2,2707,298446.75,220.5
2,1,5737,632504.25,110.25
3,3,8801,970310.25,330.75
4,88,12953,1428068.25,9702.0
5,103,16359,1803579.75,11355.75
6,287,19699,2171814.75,31641.75
7,420,23576,2599254.0,46305.0
8,631,27658,3049294.5,69567.75
9,734,30867,3403086.75,80923.5
10,830,35121,3872090.25,91507.5
11,1084,38761,4273400.25,119511.0
12,979,39053,4305593.25,107934.75
13,1435,44133,4865663.25,158208.75
14,1508,46512,5127948.0,166257.0
15,1481,48555,5353188.75,163280.25
16,1931,50976,5620104.0,212892.75
17,2053,51792,5710068.0,226343.25
18,1992,54643,6024390.75,219618.0
19,1968,55093,6074003.25,216972.0
20,1798,52887,5830791.75,198229.5
21,1777,52299,5765964.75,195914.25
22,1557,49097,5412944.25,171659.25
23,1478,46178,5091124.5,162949.5
24,1242,43456,4791024.0,136930.5
25,1614,40974,4517383.5,177943.5
26,1632,37655,4151463.75,179928.0
27,1360,35327,3894801.75,149940.0
28,1182,31396,3461409.0,130315.5
29,1410,28587,3151716.75,155452.5
30,1290,25048,2761542.0,142222.5
31,1193,22472,2477538.0,131528.25
32,1122,21077,2323739.25,123700.5
33,882,19442,2143480.5,97240.5
34,968,17135,1889133.75,106722.0
35,816,15243,1680540.75,89964.0
36,771,14519,1600719.75,85002.75
37,663,12806,1411861.5,73095.75
38,400,10821,1193015.25,44100.0
39,199,8978,989824.5,21939.75
40,90,7117,784649.25,9922.5
41,51,5566,613651.5,5622.75
42,37,4176,460404.0,4079.25
43,1,3249,358202.25,110.25
44,0,2560,282240.0,0.0
45,0,2046,225571.5,0.0
46,0,1617,178274.25,0.0
47,0,1181,130205.25,0.0
48,0,728,80262.0,0.0
49,0,490,54022.5,0.0
50,0,373,41123.25,0.0
51,0,283,31200.75,0.0
52,0,356,39249.0,0.0
53,0,146,16096.5,0.0
54,0,66,7276.5,0.0
55,0,0,0.0,0.0
56,0,0,0.0,0.0
57,0,0,0.0,0.0
58,0,0,0.0,0.0
59,0,0,0.0,0.0
60,0,0,0.0,0.0
61,0,0,0.0,0.0
62,0,0,0.0,0.0
63,0,0,0.0,0.0
