,dist,area,dist-area-no-cos
0,267.0,29436.75,29436.75
1,37.0,4079.25,4079.25
2,11.0,1212.75,1212.75
3,9.0,992.25,992.25
4,19.0,2094.75,2094.75
5,0.0,0.0,0.0
6,5.0,551.25,551.25
7,0.0,0.0,0.0
8,1.0,110.25,110.25
9,77.0,8489.25,8489.25
10,13.0,1433.25,1433.25
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,57.0,6284.25,6284.25
14,41.0,4520.25,4520.25
15,13.0,1433.25,1433.25
16,76.0,8379.0,8379.0
17,105.0,11576.25,11576.25
18,131.0,14442.75,14442.75
19,65.0,7166.25,7166.25
20,211.0,23262.75,23262.75
21,56.0,6174.0,6174.0
22,46.0,5071.5,5071.5
23,254.0,28003.5,28003.5
24,108.0,11907.0,11907.0
25,24.0,2646.0,2646.0
26,124.0,13671.0,13671.0
27,187.0,20616.75,20616.75
28,899.0,99114.75,99114.75
29,127.0,14001.75,14001.75
30,572.0,63063.0,63063.0
31,274.0,30208.5,30208.5
32,785.0,86546.25,86546.25
33,12213.0,1346483.25,1346483.25
34,6929.0,763922.25,763922.25
35,3975.0,438243.75,438243.75
36,5050.0,556762.5,556762.5
37,6297.0,694244.25,694244.25
38,13291.0,1465332.75,1465332.75
39,2738.0,301864.5,301864.5
40,6949.0,766127.25,766127.25
41,2193.0,241778.25,241778.25
42,0.0,0.0,0.0
