,pr,ft,ft-area,pr-area
0,20,200,22050.0,2205.0
1,12,781,86105.25,1323.0
2,6,1995,219948.75,661.5
3,10,2193,241778.25,1102.5
4,0,433,47738.25,0.0
5,0,1224,134946.0,0.0
6,12,346,38146.5,1323.0
7,10,700,77175.0,1102.5
8,26,4854,535153.5,2866.5
9,6,2554,281578.5,661.5
10,0,275,30318.75,0.0
11,0,300,33075.0,0.0
12,52,4437,489179.25,5733.0
13,41,4432,488628.0,4520.25
14,31,2957,326009.25,3417.75
15,122,3103,342105.75,13450.5
16,24,3990,439897.5,2646.0
17,72,6495,716073.75,7938.0
18,122,3129,344972.25,13450.5
19,204,8379,923784.75,22491.0
20,40,2275,250818.75,4410.0
21,20,3255,358863.75,2205.0
22,292,11252,1240533.0,32193.0
23,66,5361,591050.25,7276.5
24,31,2665,293816.25,3417.75
25,80,6464,712656.0,8820.0
26,133,7681,846830.25,14663.25
27,723,24442,2694730.5,79710.75
28,136,6416,707364.0,14994.0
29,498,12121,1336340.25,54904.5
30,337,5891,649482.75,37154.25
31,601,15878,1750549.5,66260.25
32,15908,163252,17998533.0,1753857.0
33,8329,93995,10362948.75,918272.25
34,5893,46938,5174914.5,649703.25
35,4825,53644,5914251.0,531956.25
36,8591,70866,7812976.5,947157.75
37,17185,141978,15653074.5,1894646.25
38,3073,44631,4920567.75,338798.25
39,13804,80092,8830143.0,1521891.0
40,1016,40176,4429404.0,112014.0
41,0,0,0.0,0.0
