,dist,area,dist-area-no-cos
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,6.0,661.5,661.5
15,0.0,0.0,0.0
16,2.0,220.5,220.5
17,21.0,2315.25,2315.25
18,14.0,1543.5,1543.5
19,63.0,6945.75,6945.75
20,92.0,10143.0,10143.0
21,290.0,31972.5,31972.5
22,516.0,56889.0,56889.0
23,951.0,104847.75,104847.75
24,2325.0,256331.25,256331.25
25,2789.0,307487.25,307487.25
26,4283.0,472200.75,472200.75
27,6726.0,741541.5,741541.5
28,4492.0,495243.0,495243.0
29,3676.0,405279.0,405279.0
30,1326.0,146191.5,146191.5
31,974.0,107383.5,107383.5
32,322.0,35500.5,35500.5
33,241.0,26570.25,26570.25
34,97.0,10694.25,10694.25
35,17.0,1874.25,1874.25
36,12.0,1323.0,1323.0
37,9.0,992.25,992.25
38,0.0,0.0,0.0
39,6.0,661.5,661.5
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
