,pr,ft,ft-area,pr-area
0,0,0,0.0,0.0
1,0,0,0.0,0.0
2,0,0,0.0,0.0
3,0,0,0.0,0.0
4,0,0,0.0,0.0
5,0,0,0.0,0.0
6,0,0,0.0,0.0
7,0,0,0.0,0.0
8,0,0,0.0,0.0
9,0,0,0.0,0.0
10,0,0,0.0,0.0
11,0,0,0.0,0.0
12,0,0,0.0,0.0
13,0,0,0.0,0.0
14,0,0,0.0,0.0
15,0,0,0.0,0.0
16,0,905,153.13457836249697,0.0
17,0,7504,1269.7479293173228,0.0
18,740,17113,2895.681811621448,125.21501435165497
19,0,33134,5606.5868723347785,0.0
20,1968,83084,14058.60034107149,333.0042543838608
21,4828,237192,40135.1347082402,816.9433639051219
22,7924,773273,130845.1213415504,1340.81591043583
23,20272,1988863,336534.4717411832,3430.214555319932
24,41343,4993767,844992.7115862446,6995.627484243881
25,59467,8400416,1421430.0135133406,10062.380078986307
26,47891,6721999,1137425.9476443385,8103.611151777174
27,21931,2349774,397604.0339637104,3710.9330807380343
28,5395,787468,133247.0498938771,912.8851384151062
29,993,240863,40756.30270511172,168.0250125016127
30,891,99277,16798.609432147638,150.76564565854673
31,6,51418,8700.412983693777,1.0152568731215268
32,0,27104,4586.253714847644,0.0
33,0,9379,1587.0157021678,0.0
34,0,1127,190.69908266799345,0.0
35,0,0,0.0,0.0
36,0,0,0.0,0.0
37,0,0,0.0,0.0
38,0,0,0.0,0.0
39,0,0,0.0,0.0
40,0,1856,314.052792752259,0.0
41,0,0,0.0,0.0
42,0,0,0.0,0.0
43,0,0,0.0,0.0
44,0,0,0.0,0.0
45,0,0,0.0,0.0
46,0,0,0.0,0.0
47,0,0,0.0,0.0
48,0,0,0.0,0.0
49,0,0,0.0,0.0
50,0,0,0.0,0.0
