,dist,area,dist-area-no-cos
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,6.0,661.5,661.5
21,18.0,1984.5,1984.5
22,44.0,4851.0,4851.0
23,152.0,16758.0,16758.0
24,378.0,41674.5,41674.5
25,943.0,103965.75,103965.75
26,1962.0,216310.5,216310.5
27,1663.0,183345.75,183345.75
28,571.0,62952.75,62952.75
29,256.0,28224.0,28224.0
30,117.0,12899.25,12899.25
31,47.0,5181.75,5181.75
32,22.0,2425.5,2425.5
33,1.0,110.25,110.25
34,2.0,220.5,220.5
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
