,pr,ft,ft-area,pr-area
0,929,10126,1116391.5,102422.25
1,749,9701,1069535.25,82577.25
2,721,9477,1044839.25,79490.25
3,642,10295,1135023.75,70780.5
4,609,12396,1366659.0,67142.25
5,775,14562,1605460.5,85443.75
6,848,17144,1890126.0,93492.0
7,972,22088,2435202.0,107163.0
8,1050,24361,2685800.25,115762.5
9,1530,35436,3906819.0,168682.5
10,1770,37796,4167009.0,195142.5
11,1901,36987,4077816.75,209585.25
12,2231,36666,4042426.5,245967.75
13,2322,36288,4000752.0,256000.5
14,2344,36326,4004941.5,258426.0
15,2696,37344,4117176.0,297234.0
16,3698,39736,4380894.0,407704.5
17,3620,35869,3954557.25,399105.0
18,4633,42055,4636563.75,510788.25
19,4887,38693,4265903.25,538791.75
20,4853,38414,4235143.5,535043.25
21,5439,38141,4205045.25,599649.75
22,5299,38294,4221913.5,584214.75
23,5041,35528,3916962.0,555770.25
24,4582,35379,3900534.75,505165.5
25,4434,34935,3851583.75,488848.5
26,3286,26858,2961094.5,362281.5
27,2763,23578,2599474.5,304620.75
28,1600,15566,1716151.5,176400.0
29,1383,11624,1281546.0,152475.75
30,1094,9774,1077583.5,120613.5
31,775,8900,981225.0,85443.75
32,815,8029,885197.25,89853.75
33,930,8163,899970.75,102532.5
34,777,8464,933156.0,85664.25
35,549,7057,778034.25,60527.25
