,pr,ft,ft-area,pr-area
0,0,680,74970.0,0.0
1,2,5185,571646.25,220.5
2,9,3900,429975.0,992.25
3,0,2054,226453.5,0.0
4,108,1284,141561.0,11907.0
5,35,918,101209.5,3858.75
6,28,883,97350.75,3087.0
7,31,1206,132961.5,3417.75
8,130,1436,158319.0,14332.5
9,163,1271,140127.75,17970.75
10,110,1444,159201.0,12127.5
11,98,1792,197568.0,10804.5
12,65,1334,147073.5,7166.25
13,55,1685,185771.25,6063.75
14,151,1857,204734.25,16647.75
15,82,2046,225571.5,9040.5
16,95,2256,248724.0,10473.75
17,63,2100,231525.0,6945.75
18,55,2260,249165.0,6063.75
19,86,2175,239793.75,9481.5
20,302,3054,336703.5,33295.5
21,338,3279,361509.75,37264.5
22,149,2914,321268.5,16427.25
23,221,3076,339129.0,24365.25
24,143,2681,295580.25,15765.75
25,287,2918,321709.5,31641.75
26,187,2205,243101.25,20616.75
27,143,2244,247401.0,15765.75
28,147,2112,232848.0,16206.75
29,159,2088,230202.0,17529.75
30,175,1574,173533.5,19293.75
31,179,1505,165926.25,19734.75
32,187,1424,156996.0,20616.75
33,124,1489,164162.25,13671.0
34,227,1966,216751.5,25026.75
35,64,1248,137592.0,7056.0
36,68,1000,110250.0,7497.0
37,88,994,109588.5,9702.0
38,70,930,102532.5,7717.5
39,16,924,101871.0,1764.0
40,57,1089,120062.25,6284.25
41,26,1111,122487.75,2866.5
42,25,1247,137481.75,2756.25
43,0,294,32413.5,0.0
44,0,662,72985.5,0.0
45,0,225,24806.25,0.0
46,0,137,15104.25,0.0
47,0,179,19734.75,0.0
48,0,296,32634.0,0.0
49,0,147,16206.75,0.0
50,0,62,6835.5,0.0
51,0,30,3307.5,0.0
52,0,39,4299.75,0.0
53,0,52,5733.0,0.0
54,0,51,5622.75,0.0
55,0,76,8379.0,0.0
56,0,9,992.25,0.0
57,0,0,0.0,0.0
58,0,0,0.0,0.0
59,0,0,0.0,0.0
60,0,0,0.0,0.0
61,0,0,0.0,0.0
62,0,0,0.0,0.0
63,0,0,0.0,0.0
