,pr,ft,ft-area,pr-area
0,0,1774,195583.5,0.0
1,4,1220,134505.0,441.0
2,0,821,90515.25,0.0
3,6,740,81585.0,661.5
4,0,1845,203411.25,0.0
5,0,839,92499.75,0.0
6,1,973,107273.25,110.25
7,4,1328,146412.0,441.0
8,0,455,50163.75,0.0
9,4,1777,195914.25,441.0
10,4,1098,121054.5,441.0
11,0,753,83018.25,0.0
12,0,717,79049.25,0.0
13,0,1709,188417.25,0.0
14,0,580,63945.0,0.0
15,5,701,77285.25,551.25
16,2,1245,137261.25,220.5
17,5,409,45092.25,551.25
18,2,1970,217192.5,220.5
19,0,1194,131638.5,0.0
20,0,888,97902.0,0.0
21,6,728,80262.0,661.5
22,7,1787,197016.75,771.75
23,6,839,92499.75,661.5
24,4,1019,112344.75,441.0
25,0,1335,147183.75,0.0
26,0,614,67693.5,0.0
27,2,2141,236045.25,220.5
28,0,1329,146522.25,0.0
29,3,890,98122.5,330.75
30,3,736,81144.0,330.75
31,2,1842,203080.5,220.5
32,0,778,85774.5,0.0
33,0,862,95035.5,0.0
34,0,1265,139466.25,0.0
35,0,507,55896.75,0.0
