,pr,ft,ft-area,pr-area
0,3131,121744,13422276.0,345192.75
1,2363,121069,13347857.25,260520.75
2,2104,118314,13044118.5,231966.0
3,2038,112539,12407424.75,224689.5
4,1973,104258,11494444.5,217523.25
5,1484,96330,10620382.5,163611.0
6,1316,90796,10010259.0,145089.0
7,1246,88558,9763519.5,137371.5
8,1022,75595,8334348.75,112675.5
9,1226,77179,8508984.75,135166.5
10,1513,70247,7744731.75,166808.25
11,1773,71431,7875267.75,195473.25
12,2414,78958,8705119.5,266143.5
13,3221,84585,9325496.25,355115.25
14,4311,94998,10473529.5,475287.75
15,5882,104641,11536670.25,648490.5
16,7722,114882,12665740.5,851350.5
17,10322,111850,12331462.5,1138000.5
18,15137,131733,14523563.25,1668854.25
19,16807,128913,14212658.25,1852971.75
20,14221,119301,13152935.25,1567865.25
21,11669,109119,12030369.75,1286507.25
22,10823,106010,11687602.5,1193235.75
23,9854,103128,11369862.0,1086403.5
24,9319,105124,11589921.0,1027419.75
25,9034,111613,12305333.25,995998.5
26,8403,103707,11433696.75,926430.75
27,10394,115033,12682388.25,1145938.5
28,9825,105407,11621121.75,1083206.25
29,10132,104270,11495767.5,1117053.0
30,9129,103348,11394117.0,1006472.25
31,8383,106680,11761470.0,924225.75
32,7544,109403,12061680.75,831726.0
33,6731,112955,12453288.75,742092.75
34,4822,111306,12271486.5,531625.5
35,3833,103682,11430940.5,422588.25
