,pr,ft,ft-area,pr-area
0,2452,37358,4118719.5,270333.0
1,2116,32980,3636045.0,233289.0
2,1599,28485,3140471.25,176289.75
3,1249,27980,3084795.0,137702.25
4,1226,31040,3422160.0,135166.5
5,1296,38907,4289496.75,142884.0
6,1259,44817,4941074.25,138804.75
7,1115,50121,5525840.25,122928.75
8,1201,48487,5345691.75,132410.25
9,1565,52905,5832776.25,172541.25
10,1684,46593,5136878.25,185661.0
11,1792,43552,4801608.0,197568.0
12,2221,43406,4785511.5,244865.25
13,2953,44005,4851551.25,325568.25
14,3179,44622,4919575.5,350484.75
15,3972,43557,4802159.25,437913.0
16,5443,49120,5415480.0,600090.75
17,6337,50722,5592100.5,698654.25
18,6087,50301,5545685.25,671091.75
19,5662,45608,5028282.0,624235.5
20,5998,46013,5072933.25,661279.5
21,6505,49388,5445027.0,717176.25
22,6235,50320,5547780.0,687408.75
23,6146,49890,5500372.5,677596.5
24,5609,48722,5371600.5,618392.25
25,5277,49439,5450649.75,581789.25
26,5311,47091,5191782.75,585537.75
27,6458,54498,6008404.5,711994.5
28,5303,47174,5200933.5,584655.75
29,4555,38289,4221362.25,502188.75
30,3630,30642,3378280.5,400207.5
31,2790,27170,2995492.5,307597.5
32,2524,24992,2755368.0,278271.0
33,2307,24356,2685249.0,254346.75
34,2357,27542,3036505.5,259859.25
35,2135,28372,3128013.0,235383.75
